study_text_id,site_id,sample_years,longitude_dd,latitude_dd,
RT1_2008__Koper_BACI_1,3674,"2006,2007,2008,2009,2010,2011",-106.735552043426,49.0570088055713,
RT1_2008__Koper_BACI_1,3675,"2006,2007,2008,2009,2010,2011",-106.735552043426,49.0570088055713,
RT1_2008__Koper_BACI_1,3676,"2006,2007,2008,2009,2010,2011",-106.735552043426,49.0570088055713,
RT1_2008__Koper_BACI_1,3677,"2006,2007,2008,2009,2010,2011",-106.735552043426,49.0570088055713,
RT1_2008__Koper_BACI_1,3678,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3679,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3680,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3681,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3682,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3683,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3684,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3685,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3686,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3687,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3688,"2006,2007,2008,2009,2010,2011",-106.723461169767,49.0628305923089,
RT1_2008__Koper_BACI_1,3689,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3690,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3691,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3692,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3693,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3694,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3695,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3696,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3697,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3698,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3699,"2006,2007,2008,2009,2010,2011",-106.727833017262,49.0609929782684,
RT1_2008__Koper_BACI_1,3700,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3701,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3702,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3703,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3704,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3705,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3706,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3707,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3708,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3709,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3710,"2006,2007,2008,2009,2010,2011",-106.72804446466,49.0576162752053,
RT1_2008__Koper_BACI_1,3711,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3712,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3713,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3714,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3715,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3716,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3717,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3718,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3719,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3720,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3721,"2006,2007,2008,2009,2010,2011",-106.730175386014,49.0555152375363,
RT1_2008__Koper_BACI_1,3722,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3723,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3724,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3725,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3726,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3727,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3728,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3729,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3730,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3731,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3732,"2006,2007,2008,2009,2010,2011",-106.803168812459,49.0500794069129,
RT1_2008__Koper_BACI_1,3733,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3734,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3735,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3736,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3737,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3738,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3739,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3740,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3741,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3742,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3743,"2006,2007,2008,2009,2010,2011",-106.80792239165,49.0468023801762,
RT1_2008__Koper_BACI_1,3744,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3745,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3746,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3747,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3748,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3749,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3750,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3751,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3752,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3753,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3754,"2006,2007,2008,2009,2010,2011",-106.811535907222,49.0434261100059,
RT1_2008__Koper_BACI_1,3755,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3756,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3757,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3758,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3759,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3760,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3761,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3762,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3763,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3764,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3765,"2006,2007,2008,2009,2010,2011",-106.800279967709,49.0470208444512,
RT1_2008__Koper_BACI_1,3766,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3767,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3768,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3769,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3770,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3771,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3772,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3773,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3774,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3775,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3776,"2006,2007,2008,2009,2010,2011",-106.804035361717,49.043390704685,
RT1_2008__Koper_BACI_1,3777,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3778,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3779,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3780,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3781,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3782,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3783,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3784,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3785,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3786,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3787,"2006,2007,2008,2009,2010,2011",-106.809751579604,49.0376245894116,
RT1_2008__Koper_BACI_1,3788,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3789,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3790,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3791,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3792,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3793,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3794,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3795,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3796,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3797,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3798,"2006,2007,2008,2009,2010,2011",-106.791070739446,49.0447711999817,
RT1_2008__Koper_BACI_1,3799,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3800,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3801,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3802,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3803,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3804,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3805,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3806,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3807,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3808,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3809,"2006,2007,2008,2009,2010,2011",-106.796188206467,49.0439899399649,
RT1_2008__Koper_BACI_1,3810,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3811,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3812,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3813,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3814,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3815,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3816,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3817,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3818,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3819,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3820,"2006,2007,2008,2009,2010,2011",-106.803301259279,49.0389850599914,
RT1_2008__Koper_BACI_1,3821,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3822,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3823,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3824,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3825,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3826,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3827,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3828,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3829,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3830,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3831,"2006,2007,2008,2009,2010,2011",-106.804844785226,49.033995030539,
RT1_2008__Koper_BACI_1,3832,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3833,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3834,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3835,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3836,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3837,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3838,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3839,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3840,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3841,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3842,"2005,2006,2007,2008,2009,2010,2011",-106.797940523617,49.0398334033426,
RT1_2008__Koper_BACI_1,3843,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3844,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3845,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3846,"2005,2006,2007,2008,2009,2010",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3847,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3848,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3849,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3850,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3851,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3852,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3853,"2005,2006,2007,2008,2009,2010,2011",-106.799907879405,49.0348188443643,
RT1_2008__Koper_BACI_1,3854,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3855,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3856,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3857,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3858,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3859,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3860,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3861,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3862,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3863,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3864,"2005,2006,2007,2008,2009,2010,2011",-106.791621821834,49.0399227069846,
RT1_2008__Koper_BACI_1,3865,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3866,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3867,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3868,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3869,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3870,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3871,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3872,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3873,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3874,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3875,"2005,2006,2007,2008,2009,2010,2011",-106.794451304601,49.03641520531,
RT1_2008__Koper_BACI_1,3876,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3877,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3878,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3879,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3880,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3881,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3882,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3883,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3884,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3885,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3886,"2005,2006,2007,2008,2009,2010,2011",-106.775934818943,49.0401562556872,
RT1_2008__Koper_BACI_1,3887,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3888,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3889,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3890,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3891,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3892,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3893,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3894,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3895,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3896,"2005,2006,2007,2008,2009,2010,2011",-106.780945722579,49.0371642549355,
RT1_2008__Koper_BACI_1,3897,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3898,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3899,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3900,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3901,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3902,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3903,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3904,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3905,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3906,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3907,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3908,"2005,2006,2007,2008,2009,2010,2011",-106.78499944192,49.0342048391599,
RT1_2008__Koper_BACI_1,3909,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3910,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3911,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3912,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3913,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3914,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3915,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3916,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3917,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
RT1_2008__Koper_BACI_1,3918,"2006,2007,2008,2009,2010,2011",-106.769195863374,49.0403587523513,
